user_id,first_name,last_name,age,city,reg_date,plan,churn_date,month_year,duration,mb_used,message_count,messages_included,mb_per_month_included,minutes_included,usd_monthly_pay,usd_per_gb,usd_per_message,usd_per_minute,plan_name
1001,Mickey,Wilkerson,28,"Seattle-Tacoma-Bellevue, WA MSA",2018-08-13,surf,0,2018-08,171.14,6919.15,30.0,50,15360,500,20,10,0.03,0.03,surf
1001,Mickey,Wilkerson,28,"Seattle-Tacoma-Bellevue, WA MSA",2018-08-13,surf,0,2018-09,297.69,13314.82,44.0,50,15360,500,20,10,0.03,0.03,surf
1001,Mickey,Wilkerson,28,"Seattle-Tacoma-Bellevue, WA MSA",2018-08-13,surf,0,2018-10,374.11,22330.49,53.0,50,15360,500,20,10,0.03,0.03,surf
1001,Mickey,Wilkerson,28,"Seattle-Tacoma-Bellevue, WA MSA",2018-08-13,surf,0,2018-11,404.59,18504.3,36.0,50,15360,500,20,10,0.03,0.03,surf
1001,Mickey,Wilkerson,28,"Seattle-Tacoma-Bellevue, WA MSA",2018-08-13,surf,0,2018-12,392.93,19369.18,44.0,50,15360,500,20,10,0.03,0.03,surf
1002,Carlee,Hoffman,36,"Las Vegas-Henderson-Paradise, NV MSA",2018-10-21,surf,0,2018-02,0.0,0.0,0.0,50,15360,500,20,10,0.03,0.03,surf
1002,Carlee,Hoffman,36,"Las Vegas-Henderson-Paradise, NV MSA",2018-10-21,surf,0,2018-03,0.0,0.0,0.0,50,15360,500,20,10,0.03,0.03,surf
1002,Carlee,Hoffman,36,"Las Vegas-Henderson-Paradise, NV MSA",2018-10-21,surf,0,2018-04,0.0,0.0,0.0,50,15360,500,20,10,0.03,0.03,surf
1002,Carlee,Hoffman,36,"Las Vegas-Henderson-Paradise, NV MSA",2018-10-21,surf,0,2018-05,0.0,0.0,0.0,50,15360,500,20,10,0.03,0.03,surf
1002,Carlee,Hoffman,36,"Las Vegas-Henderson-Paradise, NV MSA",2018-10-21,surf,0,2018-06,0.0,0.0,0.0,50,15360,500,20,10,0.03,0.03,surf
1002,Carlee,Hoffman,36,"Las Vegas-Henderson-Paradise, NV MSA",2018-10-21,surf,0,2018-07,0.0,0.0,0.0,50,15360,500,20,10,0.03,0.03,surf
1002,Carlee,Hoffman,36,"Las Vegas-Henderson-Paradise, NV MSA",2018-10-21,surf,0,2018-08,0.0,0.0,0.0,50,15360,500,20,10,0.03,0.03,surf
1002,Carlee,Hoffman,36,"Las Vegas-Henderson-Paradise, NV MSA",2018-10-21,surf,0,2018-09,0.0,0.0,0.0,50,15360,500,20,10,0.03,0.03,surf
1002,Carlee,Hoffman,36,"Las Vegas-Henderson-Paradise, NV MSA",2018-10-21,surf,0,2018-10,54.13,6552.01,15.0,50,15360,500,20,10,0.03,0.03,surf
1002,Carlee,Hoffman,36,"Las Vegas-Henderson-Paradise, NV MSA",2018-10-21,surf,0,2018-11,359.76,19345.08,32.0,50,15360,500,20,10,0.03,0.03,surf
1002,Carlee,Hoffman,36,"Las Vegas-Henderson-Paradise, NV MSA",2018-10-21,surf,0,2018-12,363.24,14396.24,41.0,50,15360,500,20,10,0.03,0.03,surf
1003,Reynaldo,Jenkins,52,"Tulsa, OK MSA",2018-01-28,surf,0,2018-02,0.0,0.0,0.0,50,15360,500,20,10,0.03,0.03,surf
1003,Reynaldo,Jenkins,52,"Tulsa, OK MSA",2018-01-28,surf,0,2018-03,0.0,0.0,0.0,50,15360,500,20,10,0.03,0.03,surf
1003,Reynaldo,Jenkins,52,"Tulsa, OK MSA",2018-01-28,surf,0,2018-04,0.0,0.0,0.0,50,15360,500,20,10,0.03,0.03,surf
1003,Reynaldo,Jenkins,52,"Tulsa, OK MSA",2018-01-28,surf,0,2018-05,0.0,0.0,0.0,50,15360,500,20,10,0.03,0.03,surf
1003,Reynaldo,Jenkins,52,"Tulsa, OK MSA",2018-01-28,surf,0,2018-06,0.0,0.0,0.0,50,15360,500,20,10,0.03,0.03,surf
1003,Reynaldo,Jenkins,52,"Tulsa, OK MSA",2018-01-28,surf,0,2018-07,0.0,0.0,0.0,50,15360,500,20,10,0.03,0.03,surf
1003,Reynaldo,Jenkins,52,"Tulsa, OK MSA",2018-01-28,surf,0,2018-08,0.0,0.0,0.0,50,15360,500,20,10,0.03,0.03,surf
1003,Reynaldo,Jenkins,52,"Tulsa, OK MSA",2018-01-28,surf,0,2018-09,0.0,0.0,0.0,50,15360,500,20,10,0.03,0.03,surf
1003,Reynaldo,Jenkins,52,"Tulsa, OK MSA",2018-01-28,surf,0,2018-10,0.0,0.0,0.0,50,15360,500,20,10,0.03,0.03,surf
1003,Reynaldo,Jenkins,52,"Tulsa, OK MSA",2018-01-28,surf,0,2018-11,0.0,0.0,0.0,50,15360,500,20,10,0.03,0.03,surf
1003,Reynaldo,Jenkins,52,"Tulsa, OK MSA",2018-01-28,surf,0,2018-12,1041.0,27044.14,50.0,50,15360,500,20,10,0.03,0.03,surf
1004,Leonila,Thompson,40,"Seattle-Tacoma-Bellevue, WA MSA",2018-05-23,surf,0,2018-02,0.0,0.0,0.0,50,15360,500,20,10,0.03,0.03,surf
1004,Leonila,Thompson,40,"Seattle-Tacoma-Bellevue, WA MSA",2018-05-23,surf,0,2018-03,0.0,0.0,0.0,50,15360,500,20,10,0.03,0.03,surf
1004,Leonila,Thompson,40,"Seattle-Tacoma-Bellevue, WA MSA",2018-05-23,surf,0,2018-04,0.0,0.0,0.0,50,15360,500,20,10,0.03,0.03,surf
1004,Leonila,Thompson,40,"Seattle-Tacoma-Bellevue, WA MSA",2018-05-23,surf,0,2018-05,181.58,6547.21,7.0,50,15360,500,20,10,0.03,0.03,surf
1004,Leonila,Thompson,40,"Seattle-Tacoma-Bellevue, WA MSA",2018-05-23,surf,0,2018-06,261.32,20672.82,18.0,50,15360,500,20,10,0.03,0.03,surf
1004,Leonila,Thompson,40,"Seattle-Tacoma-Bellevue, WA MSA",2018-05-23,surf,0,2018-07,358.45,24516.62,26.0,50,15360,500,20,10,0.03,0.03,surf
1004,Leonila,Thompson,40,"Seattle-Tacoma-Bellevue, WA MSA",2018-05-23,surf,0,2018-08,334.86,27981.739999999998,25.0,50,15360,500,20,10,0.03,0.03,surf
1004,Leonila,Thompson,40,"Seattle-Tacoma-Bellevue, WA MSA",2018-05-23,surf,0,2018-09,284.6,18852.72,21.0,50,15360,500,20,10,0.03,0.03,surf
1004,Leonila,Thompson,40,"Seattle-Tacoma-Bellevue, WA MSA",2018-05-23,surf,0,2018-10,341.63,14541.63,24.0,50,15360,500,20,10,0.03,0.03,surf
1004,Leonila,Thompson,40,"Seattle-Tacoma-Bellevue, WA MSA",2018-05-23,surf,0,2018-11,452.98,21850.78,25.0,50,15360,500,20,10,0.03,0.03,surf
1004,Leonila,Thompson,40,"Seattle-Tacoma-Bellevue, WA MSA",2018-05-23,surf,0,2018-12,403.53000000000003,21389.29,31.0,50,15360,500,20,10,0.03,0.03,surf
1005,Livia,Shields,31,"Dallas-Fort Worth-Arlington, TX MSA",2018-11-29,surf,0,2018-02,0.0,0.0,0.0,50,15360,500,20,10,0.03,0.03,surf
1005,Livia,Shields,31,"Dallas-Fort Worth-Arlington, TX MSA",2018-11-29,surf,0,2018-03,0.0,0.0,0.0,50,15360,500,20,10,0.03,0.03,surf
1005,Livia,Shields,31,"Dallas-Fort Worth-Arlington, TX MSA",2018-11-29,surf,0,2018-04,0.0,0.0,0.0,50,15360,500,20,10,0.03,0.03,surf
1005,Livia,Shields,31,"Dallas-Fort Worth-Arlington, TX MSA",2018-11-29,surf,0,2018-05,0.0,0.0,0.0,50,15360,500,20,10,0.03,0.03,surf
1005,Livia,Shields,31,"Dallas-Fort Worth-Arlington, TX MSA",2018-11-29,surf,0,2018-06,0.0,0.0,0.0,50,15360,500,20,10,0.03,0.03,surf
1005,Livia,Shields,31,"Dallas-Fort Worth-Arlington, TX MSA",2018-11-29,surf,0,2018-07,0.0,0.0,0.0,50,15360,500,20,10,0.03,0.03,surf
1005,Livia,Shields,31,"Dallas-Fort Worth-Arlington, TX MSA",2018-11-29,surf,0,2018-08,0.0,0.0,0.0,50,15360,500,20,10,0.03,0.03,surf
1005,Livia,Shields,31,"Dallas-Fort Worth-Arlington, TX MSA",2018-11-29,surf,0,2018-09,0.0,0.0,0.0,50,15360,500,20,10,0.03,0.03,surf
1005,Livia,Shields,31,"Dallas-Fort Worth-Arlington, TX MSA",2018-11-29,surf,0,2018-10,0.0,0.0,0.0,50,15360,500,20,10,0.03,0.03,surf
1005,Livia,Shields,31,"Dallas-Fort Worth-Arlington, TX MSA",2018-11-29,surf,0,2018-11,0.0,0.0,0.0,50,15360,500,20,10,0.03,0.03,surf
1005,Livia,Shields,31,"Dallas-Fort Worth-Arlington, TX MSA",2018-11-29,surf,0,2018-12,470.22,17140.17,11.0,50,15360,500,20,10,0.03,0.03,surf
1006,Jesusa,Bradford,73,"San Francisco-Oakland-Berkeley, CA MSA",2018-11-27,ultimate,2018-12-18 00:00:00,2018-02,0.0,0.0,0.0,1000,30720,3000,70,7,0.01,0.01,ultimate
1006,Jesusa,Bradford,73,"San Francisco-Oakland-Berkeley, CA MSA",2018-11-27,ultimate,2018-12-18 00:00:00,2018-03,0.0,0.0,0.0,1000,30720,3000,70,7,0.01,0.01,ultimate
1006,Jesusa,Bradford,73,"San Francisco-Oakland-Berkeley, CA MSA",2018-11-27,ultimate,2018-12-18 00:00:00,2018-04,0.0,0.0,0.0,1000,30720,3000,70,7,0.01,0.01,ultimate
1006,Jesusa,Bradford,73,"San Francisco-Oakland-Berkeley, CA MSA",2018-11-27,ultimate,2018-12-18 00:00:00,2018-05,0.0,0.0,0.0,1000,30720,3000,70,7,0.01,0.01,ultimate
1006,Jesusa,Bradford,73,"San Francisco-Oakland-Berkeley, CA MSA",2018-11-27,ultimate,2018-12-18 00:00:00,2018-06,0.0,0.0,0.0,1000,30720,3000,70,7,0.01,0.01,ultimate
1006,Jesusa,Bradford,73,"San Francisco-Oakland-Berkeley, CA MSA",2018-11-27,ultimate,2018-12-18 00:00:00,2018-07,0.0,0.0,0.0,1000,30720,3000,70,7,0.01,0.01,ultimate
1006,Jesusa,Bradford,73,"San Francisco-Oakland-Berkeley, CA MSA",2018-11-27,ultimate,2018-12-18 00:00:00,2018-08,0.0,0.0,0.0,1000,30720,3000,70,7,0.01,0.01,ultimate
1006,Jesusa,Bradford,73,"San Francisco-Oakland-Berkeley, CA MSA",2018-11-27,ultimate,2018-12-18 00:00:00,2018-09,0.0,0.0,0.0,1000,30720,3000,70,7,0.01,0.01,ultimate
1006,Jesusa,Bradford,73,"San Francisco-Oakland-Berkeley, CA MSA",2018-11-27,ultimate,2018-12-18 00:00:00,2018-10,0.0,0.0,0.0,1000,30720,3000,70,7,0.01,0.01,ultimate
1006,Jesusa,Bradford,73,"San Francisco-Oakland-Berkeley, CA MSA",2018-11-27,ultimate,2018-12-18 00:00:00,2018-11,9.32,2068.37,15.0,1000,30720,3000,70,7,0.01,0.01,ultimate
1006,Jesusa,Bradford,73,"San Francisco-Oakland-Berkeley, CA MSA",2018-11-27,ultimate,2018-12-18 00:00:00,2018-12,54.79,32118.82,139.0,1000,30720,3000,70,7,0.01,0.01,ultimate
1007,Eusebio,Welch,42,"Grand Rapids-Kentwood, MI MSA",2018-07-11,surf,0,2018-02,0.0,0.0,0.0,50,15360,500,20,10,0.03,0.03,surf
1007,Eusebio,Welch,42,"Grand Rapids-Kentwood, MI MSA",2018-07-11,surf,0,2018-03,0.0,0.0,0.0,50,15360,500,20,10,0.03,0.03,surf
1007,Eusebio,Welch,42,"Grand Rapids-Kentwood, MI MSA",2018-07-11,surf,0,2018-04,0.0,0.0,0.0,50,15360,500,20,10,0.03,0.03,surf
1007,Eusebio,Welch,42,"Grand Rapids-Kentwood, MI MSA",2018-07-11,surf,0,2018-05,0.0,0.0,0.0,50,15360,500,20,10,0.03,0.03,surf
1007,Eusebio,Welch,42,"Grand Rapids-Kentwood, MI MSA",2018-07-11,surf,0,2018-06,0.0,0.0,0.0,50,15360,500,20,10,0.03,0.03,surf
1007,Eusebio,Welch,42,"Grand Rapids-Kentwood, MI MSA",2018-07-11,surf,0,2018-07,0.0,0.0,0.0,50,15360,500,20,10,0.03,0.03,surf
1007,Eusebio,Welch,42,"Grand Rapids-Kentwood, MI MSA",2018-07-11,surf,0,2018-08,427.95,24439.88,51.0,50,15360,500,20,10,0.03,0.03,surf
1007,Eusebio,Welch,42,"Grand Rapids-Kentwood, MI MSA",2018-07-11,surf,0,2018-09,375.83,28123.95,47.0,50,15360,500,20,10,0.03,0.03,surf
1007,Eusebio,Welch,42,"Grand Rapids-Kentwood, MI MSA",2018-07-11,surf,0,2018-10,610.65,37885.63,59.0,50,15360,500,20,10,0.03,0.03,surf
1007,Eusebio,Welch,42,"Grand Rapids-Kentwood, MI MSA",2018-07-11,surf,0,2018-11,490.29,24334.0,48.0,50,15360,500,20,10,0.03,0.03,surf
1007,Eusebio,Welch,42,"Grand Rapids-Kentwood, MI MSA",2018-07-11,surf,0,2018-12,579.43,29069.28,50.0,50,15360,500,20,10,0.03,0.03,surf
1008,Emely,Hoffman,53,"Orlando-Kissimmee-Sanford, FL MSA",2018-08-03,ultimate,0,2018-02,0.0,0.0,0.0,1000,30720,3000,70,7,0.01,0.01,ultimate
1008,Emely,Hoffman,53,"Orlando-Kissimmee-Sanford, FL MSA",2018-08-03,ultimate,0,2018-03,0.0,0.0,0.0,1000,30720,3000,70,7,0.01,0.01,ultimate
1008,Emely,Hoffman,53,"Orlando-Kissimmee-Sanford, FL MSA",2018-08-03,ultimate,0,2018-04,0.0,0.0,0.0,1000,30720,3000,70,7,0.01,0.01,ultimate
1008,Emely,Hoffman,53,"Orlando-Kissimmee-Sanford, FL MSA",2018-08-03,ultimate,0,2018-05,0.0,0.0,0.0,1000,30720,3000,70,7,0.01,0.01,ultimate
1008,Emely,Hoffman,53,"Orlando-Kissimmee-Sanford, FL MSA",2018-08-03,ultimate,0,2018-06,0.0,0.0,0.0,1000,30720,3000,70,7,0.01,0.01,ultimate
1008,Emely,Hoffman,53,"Orlando-Kissimmee-Sanford, FL MSA",2018-08-03,ultimate,0,2018-07,0.0,0.0,0.0,1000,30720,3000,70,7,0.01,0.01,ultimate
1008,Emely,Hoffman,53,"Orlando-Kissimmee-Sanford, FL MSA",2018-08-03,ultimate,0,2018-08,0.0,0.0,0.0,1000,30720,3000,70,7,0.01,0.01,ultimate
1008,Emely,Hoffman,53,"Orlando-Kissimmee-Sanford, FL MSA",2018-08-03,ultimate,0,2018-09,0.0,0.0,0.0,1000,30720,3000,70,7,0.01,0.01,ultimate
1008,Emely,Hoffman,53,"Orlando-Kissimmee-Sanford, FL MSA",2018-08-03,ultimate,0,2018-10,450.21,17106.989999999998,21.0,1000,30720,3000,70,7,0.01,0.01,ultimate
1008,Emely,Hoffman,53,"Orlando-Kissimmee-Sanford, FL MSA",2018-08-03,ultimate,0,2018-11,422.81,23676.72,37.0,1000,30720,3000,70,7,0.01,0.01,ultimate
1008,Emely,Hoffman,53,"Orlando-Kissimmee-Sanford, FL MSA",2018-08-03,ultimate,0,2018-12,600.29,14689.33,26.0,1000,30720,3000,70,7,0.01,0.01,ultimate
1009,Gerry,Little,19,"San Jose-Sunnyvale-Santa Clara, CA MSA",2018-04-22,surf,0,2018-02,0.0,0.0,0.0,50,15360,500,20,10,0.03,0.03,surf
1009,Gerry,Little,19,"San Jose-Sunnyvale-Santa Clara, CA MSA",2018-04-22,surf,0,2018-03,0.0,0.0,0.0,50,15360,500,20,10,0.03,0.03,surf
1009,Gerry,Little,19,"San Jose-Sunnyvale-Santa Clara, CA MSA",2018-04-22,surf,0,2018-04,0.0,0.0,0.0,50,15360,500,20,10,0.03,0.03,surf
1009,Gerry,Little,19,"San Jose-Sunnyvale-Santa Clara, CA MSA",2018-04-22,surf,0,2018-05,498.93,20389.4,0.0,50,15360,500,20,10,0.03,0.03,surf
1009,Gerry,Little,19,"San Jose-Sunnyvale-Santa Clara, CA MSA",2018-04-22,surf,0,2018-06,775.52,18845.9,0.0,50,15360,500,20,10,0.03,0.03,surf
1009,Gerry,Little,19,"San Jose-Sunnyvale-Santa Clara, CA MSA",2018-04-22,surf,0,2018-07,826.74,30421.65,0.0,50,15360,500,20,10,0.03,0.03,surf
1009,Gerry,Little,19,"San Jose-Sunnyvale-Santa Clara, CA MSA",2018-04-22,surf,0,2018-08,680.39,24557.52,0.0,50,15360,500,20,10,0.03,0.03,surf
1009,Gerry,Little,19,"San Jose-Sunnyvale-Santa Clara, CA MSA",2018-04-22,surf,0,2018-09,730.47,20962.4,0.0,50,15360,500,20,10,0.03,0.03,surf
1009,Gerry,Little,19,"San Jose-Sunnyvale-Santa Clara, CA MSA",2018-04-22,surf,0,2018-10,696.35,22664.84,0.0,50,15360,500,20,10,0.03,0.03,surf
1009,Gerry,Little,19,"San Jose-Sunnyvale-Santa Clara, CA MSA",2018-04-22,surf,0,2018-11,668.57,25473.43,0.0,50,15360,500,20,10,0.03,0.03,surf
1009,Gerry,Little,19,"San Jose-Sunnyvale-Santa Clara, CA MSA",2018-04-22,surf,0,2018-12,712.71,23922.6,0.0,50,15360,500,20,10,0.03,0.03,surf
1010,Wilber,Blair,52,"Dallas-Fort Worth-Arlington, TX MSA",2018-03-09,surf,0,2018-02,0.0,0.0,0.0,50,15360,500,20,10,0.03,0.03,surf
1010,Wilber,Blair,52,"Dallas-Fort Worth-Arlington, TX MSA",2018-03-09,surf,0,2018-03,408.42,10690.02,0.0,50,15360,500,20,10,0.03,0.03,surf
1010,Wilber,Blair,52,"Dallas-Fort Worth-Arlington, TX MSA",2018-03-09,surf,0,2018-04,618.43,19722.34,0.0,50,15360,500,20,10,0.03,0.03,surf
1010,Wilber,Blair,52,"Dallas-Fort Worth-Arlington, TX MSA",2018-03-09,surf,0,2018-05,497.94,15888.52,0.0,50,15360,500,20,10,0.03,0.03,surf
1010,Wilber,Blair,52,"Dallas-Fort Worth-Arlington, TX MSA",2018-03-09,surf,0,2018-06,524.14,16829.31,0.0,50,15360,500,20,10,0.03,0.03,surf
1010,Wilber,Blair,52,"Dallas-Fort Worth-Arlington, TX MSA",2018-03-09,surf,0,2018-07,658.24,12663.11,0.0,50,15360,500,20,10,0.03,0.03,surf
1010,Wilber,Blair,52,"Dallas-Fort Worth-Arlington, TX MSA",2018-03-09,surf,0,2018-08,598.94,19811.84,0.0,50,15360,500,20,10,0.03,0.03,surf
1010,Wilber,Blair,52,"Dallas-Fort Worth-Arlington, TX MSA",2018-03-09,surf,0,2018-09,568.75,16813.73,0.0,50,15360,500,20,10,0.03,0.03,surf
1010,Wilber,Blair,52,"Dallas-Fort Worth-Arlington, TX MSA",2018-03-09,surf,0,2018-10,668.63,16937.78,0.0,50,15360,500,20,10,0.03,0.03,surf
1010,Wilber,Blair,52,"Dallas-Fort Worth-Arlington, TX MSA",2018-03-09,surf,0,2018-11,245.37,7985.59,0.0,50,15360,500,20,10,0.03,0.03,surf
1010,Wilber,Blair,52,"Dallas-Fort Worth-Arlington, TX MSA",2018-03-09,surf,0,2018-12,0.0,0.0,0.0,50,15360,500,20,10,0.03,0.03,surf
1011,Halina,Henry,73,"Cleveland-Elyria, OH MSA",2018-01-18,ultimate,0,2018-02,0.0,0.0,0.0,1000,30720,3000,70,7,0.01,0.01,ultimate
1011,Halina,Henry,73,"Cleveland-Elyria, OH MSA",2018-01-18,ultimate,0,2018-03,0.0,0.0,0.0,1000,30720,3000,70,7,0.01,0.01,ultimate
1011,Halina,Henry,73,"Cleveland-Elyria, OH MSA",2018-01-18,ultimate,0,2018-04,0.0,0.0,0.0,1000,30720,3000,70,7,0.01,0.01,ultimate
1011,Halina,Henry,73,"Cleveland-Elyria, OH MSA",2018-01-18,ultimate,0,2018-05,0.0,0.0,0.0,1000,30720,3000,70,7,0.01,0.01,ultimate
1011,Halina,Henry,73,"Cleveland-Elyria, OH MSA",2018-01-18,ultimate,0,2018-06,111.67999999999999,6685.11,21.0,1000,30720,3000,70,7,0.01,0.01,ultimate
1011,Halina,Henry,73,"Cleveland-Elyria, OH MSA",2018-01-18,ultimate,0,2018-07,472.65999999999997,21046.41,53.0,1000,30720,3000,70,7,0.01,0.01,ultimate
1011,Halina,Henry,73,"Cleveland-Elyria, OH MSA",2018-01-18,ultimate,0,2018-08,460.12,21099.37,54.0,1000,30720,3000,70,7,0.01,0.01,ultimate
1011,Halina,Henry,73,"Cleveland-Elyria, OH MSA",2018-01-18,ultimate,0,2018-09,455.22,16638.46,60.0,1000,30720,3000,70,7,0.01,0.01,ultimate
1011,Halina,Henry,73,"Cleveland-Elyria, OH MSA",2018-01-18,ultimate,0,2018-10,476.99,24575.65,64.0,1000,30720,3000,70,7,0.01,0.01,ultimate
1011,Halina,Henry,73,"Cleveland-Elyria, OH MSA",2018-01-18,ultimate,0,2018-11,475.65,22102.97,58.0,1000,30720,3000,70,7,0.01,0.01,ultimate
1011,Halina,Henry,73,"Cleveland-Elyria, OH MSA",2018-01-18,ultimate,0,2018-12,292.55,19630.63,61.0,1000,30720,3000,70,7,0.01,0.01,ultimate
1012,Jonelle,Mcbride,59,"Chicago-Naperville-Elgin, IL-IN-WI MSA",2018-06-28,surf,2018-11-16 00:00:00,2018-02,0.0,0.0,0.0,50,15360,500,20,10,0.03,0.03,surf
1012,Jonelle,Mcbride,59,"Chicago-Naperville-Elgin, IL-IN-WI MSA",2018-06-28,surf,2018-11-16 00:00:00,2018-03,0.0,0.0,0.0,50,15360,500,20,10,0.03,0.03,surf
1012,Jonelle,Mcbride,59,"Chicago-Naperville-Elgin, IL-IN-WI MSA",2018-06-28,surf,2018-11-16 00:00:00,2018-04,0.0,0.0,0.0,50,15360,500,20,10,0.03,0.03,surf
1012,Jonelle,Mcbride,59,"Chicago-Naperville-Elgin, IL-IN-WI MSA",2018-06-28,surf,2018-11-16 00:00:00,2018-05,0.0,0.0,0.0,50,15360,500,20,10,0.03,0.03,surf
1012,Jonelle,Mcbride,59,"Chicago-Naperville-Elgin, IL-IN-WI MSA",2018-06-28,surf,2018-11-16 00:00:00,2018-06,0.0,0.0,0.0,50,15360,500,20,10,0.03,0.03,surf
1012,Jonelle,Mcbride,59,"Chicago-Naperville-Elgin, IL-IN-WI MSA",2018-06-28,surf,2018-11-16 00:00:00,2018-07,0.0,0.0,0.0,50,15360,500,20,10,0.03,0.03,surf
1012,Jonelle,Mcbride,59,"Chicago-Naperville-Elgin, IL-IN-WI MSA",2018-06-28,surf,2018-11-16 00:00:00,2018-08,0.0,0.0,0.0,50,15360,500,20,10,0.03,0.03,surf
1012,Jonelle,Mcbride,59,"Chicago-Naperville-Elgin, IL-IN-WI MSA",2018-06-28,surf,2018-11-16 00:00:00,2018-09,0.0,0.0,0.0,50,15360,500,20,10,0.03,0.03,surf
1012,Jonelle,Mcbride,59,"Chicago-Naperville-Elgin, IL-IN-WI MSA",2018-06-28,surf,2018-11-16 00:00:00,2018-10,0.0,0.0,0.0,50,15360,500,20,10,0.03,0.03,surf
1012,Jonelle,Mcbride,59,"Chicago-Naperville-Elgin, IL-IN-WI MSA",2018-06-28,surf,2018-11-16 00:00:00,2018-11,71.42,13935.03,0.0,50,15360,500,20,10,0.03,0.03,surf
1012,Jonelle,Mcbride,59,"Chicago-Naperville-Elgin, IL-IN-WI MSA",2018-06-28,surf,2018-11-16 00:00:00,2018-12,72.31,11876.94,0.0,50,15360,500,20,10,0.03,0.03,surf
1013,Nicolas,Snider,50,"Knoxville, TN MSA",2018-12-01,ultimate,0,2018-02,0.0,0.0,0.0,1000,30720,3000,70,7,0.01,0.01,ultimate
1013,Nicolas,Snider,50,"Knoxville, TN MSA",2018-12-01,ultimate,0,2018-03,0.0,0.0,0.0,1000,30720,3000,70,7,0.01,0.01,ultimate
1013,Nicolas,Snider,50,"Knoxville, TN MSA",2018-12-01,ultimate,0,2018-04,0.0,0.0,0.0,1000,30720,3000,70,7,0.01,0.01,ultimate
1013,Nicolas,Snider,50,"Knoxville, TN MSA",2018-12-01,ultimate,0,2018-05,0.0,0.0,0.0,1000,30720,3000,70,7,0.01,0.01,ultimate
1013,Nicolas,Snider,50,"Knoxville, TN MSA",2018-12-01,ultimate,0,2018-06,0.0,0.0,0.0,1000,30720,3000,70,7,0.01,0.01,ultimate
